"number","name.zh_CN","status","creator.number","creator.name","modifier.number","modifier.name","enable","createtime","modifytime","lb77_studyroom_id.number","lb77_studyroom_id.name","lb77_type","lb77_status"
"seat-0293","文科楼自习室-4-3",,,,,,,,,"room-004","文科楼自习室","有插座","可用"
"seat-0294","文科楼自习室-4-4",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0295","文科楼自习室-4-5",,,,,,,,,"room-004","文科楼自习室","有插座","可用"
"seat-0296","文科楼自习室-4-6",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0297","文科楼自习室-4-7",,,,,,,,,"room-004","文科楼自习室","有插座","可用"
"seat-0298","文科楼自习室-4-8",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0299","文科楼自习室-4-9",,,,,,,,,"room-004","文科楼自习室","无","可用"
"seat-0300","文科楼自习室-4-10",,,,,,,,,"room-004","文科楼自习室","有插座","损坏"
"seat-0301","文科楼自习室-5-1",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0302","文科楼自习室-5-2",,,,,,,,,"room-004","文科楼自习室","无","可用"
"seat-0303","文科楼自习室-5-3",,,,,,,,,"room-004","文科楼自习室","有插座","可用"
"seat-0304","文科楼自习室-5-4",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0305","文科楼自习室-5-5",,,,,,,,,"room-004","文科楼自习室","有插座","可用"
"seat-0306","文科楼自习室-5-6",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0307","文科楼自习室-5-7",,,,,,,,,"room-004","文科楼自习室","有插座","可用"
"seat-0308","文科楼自习室-5-8",,,,,,,,,"room-004","文科楼自习室","靠窗","可用"
"seat-0309","文科楼自习室-5-9",,,,,,,,,"room-004","文科楼自习室","无","可用"
"seat-0310","文科楼自习室-5-10",,,,,,,,,"room-004","文科楼自习室","有插座","损坏"
"seat-0311","图书馆西区-1-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0312","图书馆西区-1-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0313","图书馆西区-1-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0314","图书馆西区-1-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0315","图书馆西区-1-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0316","图书馆西区-1-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0317","图书馆西区-1-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0318","图书馆西区-1-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0319","图书馆西区-1-9",,,,,,,,,"room-005","图书馆西区","无","损坏"
"seat-0320","图书馆西区-1-10",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0321","图书馆西区-2-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0322","图书馆西区-2-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0323","图书馆西区-2-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0324","图书馆西区-2-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0325","图书馆西区-2-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0326","图书馆西区-2-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0327","图书馆西区-2-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0328","图书馆西区-2-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0329","图书馆西区-2-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0330","图书馆西区-2-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0331","图书馆西区-3-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0332","图书馆西区-3-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0333","图书馆西区-3-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0334","图书馆西区-3-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0335","图书馆西区-3-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0336","图书馆西区-3-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0337","图书馆西区-3-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0338","图书馆西区-3-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0339","图书馆西区-3-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0340","图书馆西区-3-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0341","图书馆西区-4-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0342","图书馆西区-4-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0343","图书馆西区-4-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0344","图书馆西区-4-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0345","图书馆西区-4-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0346","图书馆西区-4-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0347","图书馆西区-4-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0348","图书馆西区-4-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0349","图书馆西区-4-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0350","图书馆西区-4-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0351","图书馆西区-5-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0352","图书馆西区-5-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0353","图书馆西区-5-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0354","图书馆西区-5-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0355","图书馆西区-5-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0356","图书馆西区-5-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0357","图书馆西区-5-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0358","图书馆西区-5-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0359","图书馆西区-5-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0360","图书馆西区-5-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0361","图书馆西区-6-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0362","图书馆西区-6-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0363","图书馆西区-6-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0364","图书馆西区-6-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0365","图书馆西区-6-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0366","图书馆西区-6-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0367","图书馆西区-6-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0368","图书馆西区-6-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0369","图书馆西区-6-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0370","图书馆西区-6-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0371","图书馆西区-7-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0372","图书馆西区-7-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0373","图书馆西区-7-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0374","图书馆西区-7-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0375","图书馆西区-7-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0376","图书馆西区-7-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0377","图书馆西区-7-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0378","图书馆西区-7-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0379","图书馆西区-7-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0380","图书馆西区-7-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0381","图书馆西区-8-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0382","图书馆西区-8-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0383","图书馆西区-8-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0384","图书馆西区-8-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0385","图书馆西区-8-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0386","图书馆西区-8-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0387","图书馆西区-8-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0388","图书馆西区-8-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0389","图书馆西区-8-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0390","图书馆西区-8-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"
"seat-0391","图书馆西区-9-1",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0392","图书馆西区-9-2",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0393","图书馆西区-9-3",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0394","图书馆西区-9-4",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0395","图书馆西区-9-5",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0396","图书馆西区-9-6",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0397","图书馆西区-9-7",,,,,,,,,"room-005","图书馆西区","有插座","可用"
"seat-0398","图书馆西区-9-8",,,,,,,,,"room-005","图书馆西区","靠窗","可用"
"seat-0399","图书馆西区-9-9",,,,,,,,,"room-005","图书馆西区","无","可用"
"seat-0400","图书馆西区-9-10",,,,,,,,,"room-005","图书馆西区","有插座","损坏"

</rewritten_file> 
